method,bootstrap_idx,channel,credit,tier
Last Click,47,Email,0.1724137931034483,light
Last Click,47,Referral,0.0689655172413793,light
Last Click,47,Direct,0.2155172413793103,light
Last Click,48,Display,0.0683760683760683,light
Last Click,48,Social,0.0427350427350427,light
Last Click,48,Organic Search,0.0854700854700854,light
Last Click,48,Paid Search,0.3418803418803419,light
Last Click,48,Email,0.2222222222222222,light
Last Click,48,Referral,0.0341880341880341,light
Last Click,48,Direct,0.2051282051282051,light
Last Click,49,Display,0.0303030303030303,light
Last Click,49,Social,0.0505050505050505,light
Last Click,49,Organic Search,0.0909090909090909,light
Last Click,49,Paid Search,0.3434343434343434,light
Last Click,49,Email,0.1515151515151515,light
Last Click,49,Referral,0.0808080808080808,light
Last Click,49,Direct,0.2525252525252525,light
Last Click,50,Display,0.0088495575221238,light
Last Click,50,Social,0.0265486725663716,light
Last Click,50,Organic Search,0.1150442477876106,light
Last Click,50,Paid Search,0.3893805309734513,light
Last Click,50,Email,0.1592920353982301,light
Last Click,50,Referral,0.079646017699115,light
Last Click,50,Direct,0.2212389380530973,light
Last Click,51,Display,0.0446428571428571,light
Last Click,51,Social,0.0446428571428571,light
Last Click,51,Organic Search,0.0625,light
Last Click,51,Paid Search,0.3035714285714285,light
Last Click,51,Email,0.1964285714285714,light
Last Click,51,Referral,0.1071428571428571,light
Last Click,51,Direct,0.2410714285714285,light
Last Click,52,Display,0.0263157894736842,light
Last Click,52,Social,0.0526315789473684,light
Last Click,52,Organic Search,0.087719298245614,light
Last Click,52,Paid Search,0.3596491228070175,light
Last Click,52,Email,0.219298245614035,light
Last Click,52,Referral,0.043859649122807,light
Last Click,52,Direct,0.2105263157894736,light
Last Click,53,Display,0.0277777777777777,light
Last Click,53,Social,0.0462962962962962,light
Last Click,53,Organic Search,0.1481481481481481,light
Last Click,53,Paid Search,0.3796296296296296,light
Last Click,53,Email,0.1574074074074074,light
Last Click,53,Referral,0.0648148148148148,light
Last Click,53,Direct,0.1759259259259259,light
Last Click,54,Display,0.0260869565217391,light
Last Click,54,Social,0.0434782608695652,light
Last Click,54,Organic Search,0.0956521739130434,light
Last Click,54,Paid Search,0.3130434782608696,light
Last Click,54,Email,0.2434782608695652,light
Last Click,54,Referral,0.1043478260869565,light
Last Click,54,Direct,0.1739130434782608,light
Last Click,55,Display,0.024793388429752,light
Last Click,55,Social,0.0413223140495867,light
Last Click,55,Organic Search,0.0661157024793388,light
Last Click,55,Paid Search,0.4214876033057851,light
Last Click,55,Email,0.1900826446280991,light
Last Click,55,Referral,0.0661157024793388,light
Last Click,55,Direct,0.1900826446280991,light
Last Click,56,Display,0.02,light
Last Click,56,Social,0.04,light
Last Click,56,Organic Search,0.08,light
Last Click,56,Paid Search,0.38,light
Last Click,56,Email,0.2,light
Last Click,56,Referral,0.06,light
Last Click,56,Direct,0.22,light
Last Click,57,Display,0.0158730158730158,light
Last Click,57,Social,0.0158730158730158,light
Last Click,57,Organic Search,0.0555555555555555,light
Last Click,57,Paid Search,0.3253968253968254,light
Last Click,57,Email,0.2539682539682539,light
Last Click,57,Referral,0.1269841269841269,light
Last Click,57,Direct,0.2063492063492063,light
Last Click,58,Display,0.063063063063063,light
Last Click,58,Social,0.054054054054054,light
Last Click,58,Organic Search,0.063063063063063,light
Last Click,58,Paid Search,0.3513513513513513,light
Last Click,58,Email,0.2072072072072072,light
Last Click,58,Referral,0.045045045045045,light
Last Click,58,Direct,0.2162162162162162,light
Last Click,59,Display,0.017094017094017,light
Last Click,59,Social,0.0598290598290598,light
Last Click,59,Organic Search,0.0598290598290598,light
Last Click,59,Paid Search,0.4273504273504273,light
Last Click,59,Email,0.1965811965811965,light
Last Click,59,Referral,0.0854700854700854,light
Last Click,59,Direct,0.1538461538461538,light
Last Click,60,Display,0.009009009009009,light
Last Click,60,Social,0.027027027027027,light
Last Click,60,Organic Search,0.081081081081081,light
Last Click,60,Paid Search,0.3153153153153153,light
Last Click,60,Email,0.1531531531531531,light
Last Click,60,Referral,0.0990990990990991,light
Last Click,60,Direct,0.3153153153153153,light
Last Click,61,Display,0.0338983050847457,light
Last Click,61,Social,0.059322033898305,light
Last Click,61,Organic Search,0.0762711864406779,light
Last Click,61,Paid Search,0.3474576271186441,light
Last Click,61,Email,0.1779661016949152,light
Last Click,61,Referral,0.135593220338983,light
Last Click,61,Direct,0.1694915254237288,light
Last Click,62,Display,0.024793388429752,light
Last Click,62,Social,0.0165289256198347,light
Last Click,62,Organic Search,0.0330578512396694,light
Last Click,62,Paid Search,0.2975206611570248,light
Last Click,62,Email,0.2231404958677686,light
Last Click,62,Referral,0.0661157024793388,light
Last Click,62,Direct,0.3388429752066115,light
Last Click,63,Display,0.0451127819548872,light
Last Click,63,Social,0.0451127819548872,light
Last Click,63,Organic Search,0.0676691729323308,light
Last Click,63,Paid Search,0.2481203007518796,light
Last Click,63,Email,0.2030075187969924,light
Last Click,63,Referral,0.0601503759398496,light
Last Click,63,Direct,0.3308270676691729,light
Last Click,64,Display,0.0,light
Last Click,64,Social,0.0285714285714285,light
Last Click,64,Organic Search,0.1142857142857142,light
Last Click,64,Paid Search,0.3142857142857143,light
Last Click,64,Email,0.2095238095238095,light
Last Click,64,Referral,0.0952380952380952,light
Last Click,64,Direct,0.238095238095238,light
Last Click,65,Display,0.03,light
Last Click,65,Social,0.06,light
Last Click,65,Organic Search,0.1,light
Last Click,65,Paid Search,0.31,light
Last Click,65,Email,0.23,light
Last Click,65,Referral,0.02,light
Last Click,65,Direct,0.25,light
Last Click,66,Display,0.0238095238095238,light
Last Click,66,Social,0.0317460317460317,light
Last Click,66,Organic Search,0.0634920634920634,light
Last Click,66,Paid Search,0.3095238095238095,light
Last Click,66,Email,0.2063492063492063,light
Last Click,66,Referral,0.0793650793650793,light
Last Click,66,Direct,0.2857142857142857,light
Last Click,67,Display,0.0168067226890756,light
Last Click,67,Social,0.0504201680672268,light
Last Click,67,Organic Search,0.0924369747899159,light
Last Click,67,Paid Search,0.4285714285714285,light
Last Click,67,Email,0.1512605042016806,light
Last Click,67,Referral,0.0840336134453781,light
Last Click,67,Direct,0.1764705882352941,light
Last Click,68,Display,0.0,light
Last Click,68,Social,0.0188679245283018,light
Last Click,68,Organic Search,0.0943396226415094,light
Last Click,68,Paid Search,0.3679245283018867,light
Last Click,68,Email,0.1981132075471698,light
Last Click,68,Referral,0.0566037735849056,light
Last Click,68,Direct,0.2641509433962264,light
Last Click,69,Display,0.0384615384615384,light
Last Click,69,Social,0.0096153846153846,light
Last Click,69,Organic Search,0.0769230769230769,light
Last Click,69,Paid Search,0.2980769230769231,light
Last Click,69,Email,0.2211538461538461,light
Last Click,69,Referral,0.1057692307692307,light
Last Click,69,Direct,0.25,light
Last Click,70,Display,0.017094017094017,light
Last Click,70,Social,0.017094017094017,light
Last Click,70,Organic Search,0.1196581196581196,light
Last Click,70,Paid Search,0.3675213675213675,light
Last Click,70,Email,0.2222222222222222,light
Last Click,70,Referral,0.0256410256410256,light
Last Click,70,Direct,0.2307692307692307,light
Last Click,71,Display,0.0347826086956521,light
Last Click,71,Social,0.0434782608695652,light
Last Click,71,Organic Search,0.0869565217391304,light
Last Click,71,Paid Search,0.391304347826087,light
Last Click,71,Email,0.208695652173913,light
Last Click,71,Referral,0.017391304347826,light
Last Click,71,Direct,0.217391304347826,light
Last Click,72,Display,0.0168067226890756,light
Last Click,72,Social,0.042016806722689,light
Last Click,72,Organic Search,0.0504201680672268,light
Last Click,72,Paid Search,0.4789915966386555,light
Last Click,72,Email,0.1428571428571428,light
Last Click,72,Referral,0.0588235294117647,light
Last Click,72,Direct,0.2100840336134453,light
Last Click,73,Display,0.0263157894736842,light
Last Click,73,Social,0.0,light
Last Click,73,Organic Search,0.0701754385964912,light
Last Click,73,Paid Search,0.3508771929824561,light
Last Click,73,Email,0.2456140350877192,light
Last Click,73,Referral,0.0350877192982456,light
Last Click,73,Direct,0.2719298245614035,light
Last Click,74,Display,0.048780487804878,light
Last Click,74,Social,0.040650406504065,light
Last Click,74,Organic Search,0.073170731707317,light
Last Click,74,Paid Search,0.3252032520325203,light
Last Click,74,Email,0.2113821138211382,light
Last Click,74,Referral,0.08130081300813,light
Last Click,74,Direct,0.2195121951219512,light
Last Click,75,Display,0.0530973451327433,light
Last Click,75,Social,0.0176991150442477,light
Last Click,75,Organic Search,0.0442477876106194,light
Last Click,75,Paid Search,0.4778761061946903,light
Last Click,75,Email,0.1327433628318584,light
Last Click,75,Referral,0.0707964601769911,light
Last Click,75,Direct,0.2035398230088495,light
Last Click,76,Display,0.0446428571428571,light
Last Click,76,Social,0.0178571428571428,light
Last Click,76,Organic Search,0.0535714285714285,light
Last Click,76,Paid Search,0.3392857142857143,light
Last Click,76,Email,0.25,light
Last Click,76,Referral,0.0625,light
Last Click,76,Direct,0.2321428571428571,light
Last Click,77,Display,0.0258620689655172,light
Last Click,77,Social,0.0086206896551724,light
Last Click,77,Organic Search,0.0689655172413793,light
Last Click,77,Paid Search,0.4137931034482758,light
Last Click,77,Email,0.1206896551724138,light
Last Click,77,Referral,0.0948275862068965,light
Last Click,77,Direct,0.2672413793103448,light
Last Click,78,Display,0.048780487804878,light
Last Click,78,Social,0.016260162601626,light
Last Click,78,Organic Search,0.073170731707317,light
Last Click,78,Paid Search,0.3902439024390244,light
Last Click,78,Email,0.1951219512195122,light
Last Click,78,Referral,0.089430894308943,light
Last Click,78,Direct,0.1869918699186991,light
Last Click,79,Display,0.0333333333333333,light
Last Click,79,Social,0.0666666666666666,light
Last Click,79,Organic Search,0.1083333333333333,light
Last Click,79,Paid Search,0.3166666666666666,light
Last Click,79,Email,0.1916666666666666,light
Last Click,79,Referral,0.025,light
Last Click,79,Direct,0.2583333333333333,light
Last Click,80,Display,0.0661764705882353,light
Last Click,80,Social,0.0220588235294117,light
Last Click,80,Organic Search,0.088235294117647,light
Last Click,80,Paid Search,0.3602941176470588,light
Last Click,80,Email,0.1764705882352941,light
Last Click,80,Referral,0.0661764705882353,light
Last Click,80,Direct,0.2205882352941176,light
Last Click,81,Display,0.0761904761904762,light
Last Click,81,Social,0.0380952380952381,light
Last Click,81,Organic Search,0.0761904761904762,light
Last Click,81,Paid Search,0.3142857142857143,light
Last Click,81,Email,0.2761904761904762,light
Last Click,81,Referral,0.0761904761904762,light
Last Click,81,Direct,0.1428571428571428,light
Last Click,82,Display,0.0314960629921259,light
Last Click,82,Social,0.0236220472440944,light
Last Click,82,Organic Search,0.0708661417322834,light
Last Click,82,Paid Search,0.3385826771653543,light
Last Click,82,Email,0.2125984251968504,light
Last Click,82,Referral,0.0787401574803149,light
Last Click,82,Direct,0.2440944881889764,light
Last Click,83,Display,0.0925925925925925,light
Last Click,83,Social,0.0,light
Last Click,83,Organic Search,0.0462962962962962,light
Last Click,83,Paid Search,0.3611111111111111,light
Last Click,83,Email,0.2314814814814814,light
Last Click,83,Referral,0.1203703703703703,light
Last Click,83,Direct,0.1481481481481481,light
Last Click,84,Display,0.0614035087719298,light
Last Click,84,Social,0.043859649122807,light
Last Click,84,Organic Search,0.0526315789473684,light
Last Click,84,Paid Search,0.3333333333333333,light
Last Click,84,Email,0.219298245614035,light
Last Click,84,Referral,0.0964912280701754,light
Last Click,84,Direct,0.1929824561403508,light
Last Click,85,Display,0.0084745762711864,light
Last Click,85,Social,0.0423728813559322,light
Last Click,85,Organic Search,0.059322033898305,light
Last Click,85,Paid Search,0.4152542372881356,light
Last Click,85,Email,0.135593220338983,light
Last Click,85,Referral,0.0677966101694915,light
Last Click,85,Direct,0.2711864406779661,light
Last Click,86,Display,0.029126213592233,light
Last Click,86,Social,0.029126213592233,light
Last Click,86,Organic Search,0.1359223300970873,light
Last Click,86,Paid Search,0.3106796116504854,light
Last Click,86,Email,0.2427184466019417,light
Last Click,86,Referral,0.0679611650485436,light
Last Click,86,Direct,0.1844660194174757,light
Last Click,87,Display,0.0458715596330275,light
Last Click,87,Social,0.0275229357798165,light
Last Click,87,Organic Search,0.0825688073394495,light
Last Click,87,Paid Search,0.3761467889908257,light
Last Click,87,Email,0.110091743119266,light
Last Click,87,Referral,0.055045871559633,light
Last Click,87,Direct,0.3027522935779816,light
Last Click,88,Display,0.0427350427350427,light
Last Click,88,Social,0.0085470085470085,light
Last Click,88,Organic Search,0.0598290598290598,light
Last Click,88,Paid Search,0.358974358974359,light
Last Click,88,Email,0.2564102564102564,light
Last Click,88,Referral,0.0427350427350427,light
Last Click,88,Direct,0.2307692307692307,light
Last Click,89,Display,0.0245901639344262,light
Last Click,89,Social,0.040983606557377,light
Last Click,89,Organic Search,0.0655737704918032,light
Last Click,89,Paid Search,0.3524590163934426,light
Last Click,89,Email,0.1229508196721311,light
Last Click,89,Referral,0.0901639344262295,light
Last Click,89,Direct,0.3032786885245901,light
Last Click,90,Display,0.0393700787401574,light
Last Click,90,Social,0.0157480314960629,light
Last Click,90,Organic Search,0.1102362204724409,light
Last Click,90,Paid Search,0.3700787401574803,light
Last Click,90,Email,0.1889763779527559,light
Last Click,90,Referral,0.0866141732283464,light
Last Click,90,Direct,0.1889763779527559,light
Last Click,91,Display,0.0272727272727272,light
Last Click,91,Social,0.0545454545454545,light
Last Click,91,Organic Search,0.1363636363636363,light
Last Click,91,Paid Search,0.3363636363636363,light
Last Click,91,Email,0.1181818181818181,light
Last Click,91,Referral,0.0727272727272727,light
Last Click,91,Direct,0.2545454545454545,light
